time_us,y_g,time_ms
747507,0.0507,747.507
750025,0.0858,750.025
752517,0.0585,752.517
755000,0.0546,755.0
757505,0.0585,757.505
760025,0.0858,760.025
762524,0.0897,762.524
765015,0.0507,765.015
767522,0.0585,767.522
770020,0.0741,770.02
772514,0.0585,772.514
775022,0.078,775.022
777507,0.0819,777.507
780000,0.0897,780.0
782521,0.0429,782.521
785001,0.0312,785.001
787506,0.039,787.506
790023,0.0741,790.023
792515,0.0897,792.515
795023,0.1014,795.023
797502,0.0702,797.502
800020,0.0507,800.02
802512,0.0351,802.512
805001,0.0468,805.001
807516,0.0468,807.516
810023,0.0546,810.023
812508,0.078,812.508
815015,0.0819,815.015
817504,0.0858,817.504
820022,0.0702,820.022
822516,0.0507,822.516
825026,0.0624,825.026
827508,0.0702,827.508
830002,0.0702,830.002
832525,0.0741,832.525
835005,0.0741,835.005
837518,0.0585,837.518
840009,0.0741,840.009
842503,0.0624,842.503
845010,0.0819,845.01
847515,0.0702,847.515
850006,0.0624,850.006
852504,0.0468,852.504
855014,0.0624,855.014
857521,0.0702,857.521
860014,0.0897,860.014
862512,0.078,862.512
865007,0.0663,865.007
867511,0.0507,867.511
870007,0.0468,870.007
872500,0.0585,872.5
875005,0.0819,875.005
877513,0.0897,877.513
880006,0.0858,880.006
882527,0.0624,882.527
885006,0.0507,885.006
887514,0.0429,887.514
890004,0.0507,890.004
892525,0.0585,892.525
895005,0.0741,895.005
897510,0.0702,897.51
900000,0.078,900.0
902503,0.0741,902.503
905486,0.0507,905.486
907520,0.0468,907.52
910024,0.0429,910.024
912506,0.078,912.506
915015,0.078,915.015
917505,0.0936,917.505
920024,0.0897,920.024
922516,0.0819,922.516
925024,0.039,925.024
927506,0.039,927.506
930000,0.0624,930.0
932781,0.0975,932.781
935003,0.1053,935.003
937508,0.078,937.508
940006,0.0468,940.006
942525,0.0351,942.525
945004,0.0507,945.004
947508,0.0741,947.508
950000,0.1053,950.0
952526,0.0897,952.526
955008,0.0663,955.008
957513,0.0429,957.513
960003,0.0429,960.003
962501,0.0546,962.501
965021,0.0741,965.021
967511,0.0819,967.511
970004,0.0819,970.004
972523,0.0702,972.523
975004,0.0546,975.004
977517,0.0624,977.517
980007,0.0702,980.007
982501,0.0546,982.501
985008,0.0624,985.008
987515,0.0663,987.515
990004,0.078,990.004
992525,0.0741,992.525
995006,0.0624,995.006
997514,0.0546,997.514
1000004,0.0585,1000.004
1002512,0.078,1002.512
1005004,0.0702,1005.004
1007883,0.0819,1007.883
1010009,0.0663,1010.009
1012517,0.039,1012.517
1015024,0.0351,1015.024
1017501,0.0624,1017.501
1020022,0.0858,1020.022
1022512,0.0741,1022.512
1025021,0.0741,1025.021
1027503,0.0585,1027.503
1030022,0.0585,1030.022
1032508,0.0624,1032.508
1035016,0.0507,1035.016
1037523,0.0858,1037.523
1040019,0.1053,1040.019
1042511,0.078,1042.511
1045018,0.0507,1045.018
1047523,0.0429,1047.523
1050014,0.0468,1050.014
1052508,0.0585,1052.508
1055020,0.0702,1055.02
1057501,0.0936,1057.501
1060020,0.0741,1060.02
1062517,0.0624,1062.517
1065010,0.0585,1065.01
1067514,0.0507,1067.514
1070004,0.0507,1070.004
1072524,0.0585,1072.524
1075004,0.078,1075.004
1077511,0.0858,1077.511
1080000,0.0819,1080.0
1082521,0.0663,1082.521
1085000,0.0507,1085.0
1087503,0.0507,1087.503
1090020,0.0702,1090.02
1092512,0.0741,1092.512
1095020,0.0819,1095.02
1097525,0.0702,1097.525
1100027,0.0624,1100.027
1102518,0.0546,1102.518
1105011,0.0546,1105.011
1107525,0.0585,1107.525
1110267,0.0663,1110.267
1112500,0.0702,1112.5
1115023,0.0702,1115.023
1117503,0.0741,1117.503
1120005,0.0663,1120.005
1122526,0.0507,1122.526
1125005,0.0429,1125.005
1127515,0.0702,1127.515
1130007,0.0819,1130.007
1132509,0.0741,1132.509
1135021,0.0741,1135.021
1137503,0.0468,1137.503
1140016,0.0585,1140.016
1142525,0.1014,1142.525
1145004,0.0858,1145.004
1147512,0.0741,1147.512
1150001,0.0429,1150.001
1152525,0.0858,1152.525
1155003,0.0234,1155.003
1157508,0.0546,1157.508
1160025,0.1092,1160.025
1162522,0.1053,1162.522
1165014,0.0585,1165.014
1167521,0.039,1167.521
1170013,0.0429,1170.013
1172505,0.039,1172.505
1175011,0.0624,1175.011
1177520,0.0975,1177.52
1180016,0.1131,1180.016
1182510,0.0702,1182.51
1185016,0.0585,1185.016
1187520,0.0468,1187.52
1190010,0.0546,1190.01
1192504,0.0585,1192.504
1195013,0.078,1195.013
1197516,0.0936,1197.516
1200010,0.0858,1200.01
1202517,0.0624,1202.517
1205008,0.0585,1205.008
1207520,0.0429,1207.52
1210022,0.0507,1210.022
1212715,0.0585,1212.715
1215000,0.0936,1215.0
1217509,0.0936,1217.509
1220007,0.0663,1220.007
1222501,0.0507,1222.501
1225008,0.0429,1225.008
1228326,0.0546,1228.326
1230020,0.0624,1230.02
1232518,0.078,1232.518
1235024,0.0858,1235.024
1237525,0.0663,1237.525
1240020,0.0585,1240.02
1242512,0.0624,1242.512
1245021,0.0624,1245.021
1247525,0.0507,1247.525
1250016,0.0585,1250.016
1252512,0.0741,1252.512
1255022,0.0585,1255.022
1257501,0.0468,1257.501
1260023,0.0741,1260.023
1262522,0.1131,1262.522
1265015,0.0897,1265.015
1267519,0.0741,1267.519
1270012,0.0351,1270.012
1272507,0.0585,1272.507
1275015,0.1092,1275.015
1277522,0.0663,1277.522
1280012,0.1365,1280.012
1282506,0.0897,1282.506
1285014,0.0468,1285.014
1287518,0.0195,1287.518
1290011,0.0546,1290.011
1292504,0.0468,1292.504
1295022,0.0741,1295.022
1297503,0.0897,1297.503
1300022,0.0897,1300.022
1302522,0.0624,1302.522
1305013,0.0507,1305.013
1307502,0.0546,1307.502
1310013,0.0507,1310.013
1312518,0.0585,1312.518
1315143,0.0585,1315.143
1317513,0.0936,1317.513
1320011,0.0936,1320.011
1322502,0.0624,1322.502
1325011,0.0429,1325.011
1327521,0.0507,1327.521
1330014,0.0741,1330.014
1332508,0.0624,1332.508
1335017,0.0663,1335.017
1337524,0.0741,1337.524
1340021,0.0819,1340.021
1342515,0.0585,1342.515
1345024,0.0507,1345.024
1347501,0.0702,1347.501
1350023,0.0585,1350.023
1352519,0.0702,1352.519
1355003,0.0702,1355.003
1357508,0.0702,1357.508
1360013,0.0663,1360.013
1362512,0.0624,1362.512
1365007,0.0702,1365.007
1367514,0.0702,1367.514
1370005,0.0624,1370.005
1372501,0.0702,1372.501
1375009,0.0819,1375.009
1377517,0.0741,1377.517
1380010,0.0702,1380.01
1382504,0.0702,1382.504
1385011,0.0702,1385.011
1387515,0.0546,1387.515
1390008,0.0546,1390.008
1392502,0.0624,1392.502
1395012,0.0819,1395.012
1397517,0.0819,1397.517
1400013,0.078,1400.013
1402516,0.0663,1402.516
1405008,0.0585,1405.008
1407517,0.0429,1407.517
1410017,0.0585,1410.017
1412501,0.0624,1412.501
1415008,0.0897,1415.008
1417525,0.0858,1417.525
1420016,0.0663,1420.016
1422509,0.0585,1422.509
1425017,0.0429,1425.017
1427504,0.0507,1427.504
1430025,0.0624,1430.025
1432517,0.0858,1432.517
1435024,0.0819,1435.024
1437503,0.0741,1437.503
1440022,0.0585,1440.022
1442515,0.0585,1442.515
1445023,0.0507,1445.023
1447503,0.0585,1447.503
1450022,0.0741,1450.022
1452517,0.078,1452.517
1455026,0.0702,1455.026
1457506,0.0624,1457.506
1460023,0.0546,1460.023
1462518,0.0585,1462.518
1465009,0.0585,1465.009
1467516,0.0546,1467.516
1470006,0.0663,1470.006
1472526,0.0702,1472.526
1475005,0.0819,1475.005
1477513,0.0702,1477.513
1480002,0.0585,1480.002
1482521,0.0585,1482.521
1485000,0.0585,1485.0
1487504,0.0741,1487.504
1490023,0.0624,1490.023
1492501,0.0819,1492.501
1495006,0.078,1495.006
1497514,0.0702,1497.514
