time_us,y_g,time_ms
260405,0.0663,260.405
262526,0.0663,262.526
265003,0.0624,265.003
267502,0.0585,267.502
270018,0.0663,270.018
272507,0.0741,272.507
275011,0.0741,275.011
277513,0.0624,277.513
280023,0.0741,280.023
282512,0.0663,282.512
285016,0.0663,285.016
287522,0.0663,287.522
290007,0.078,290.007
292525,0.0819,292.525
295021,0.0741,295.021
297526,0.0546,297.526
300010,0.0663,300.01
302527,0.0585,302.527
305007,0.0663,305.007
307512,0.0663,307.512
310022,0.0741,310.022
312516,0.0663,312.516
315003,0.0741,315.003
317511,0.0624,317.511
320023,0.0624,320.023
322512,0.0624,322.512
325026,0.0585,325.026
327515,0.2691,327.515
330026,-0.6279,330.026
332515,-2.3634,332.515
335019,2.2854,335.019
337525,-0.5811,337.525
340009,0.2691,340.009
342526,0.0117,342.526
345002,0.1443,345.002
347503,-0.0195,347.503
350016,0.0156,350.016
352506,0.0624,352.506
355011,0.1287,355.011
357513,-0.0234,357.513
360015,-0.0156,360.015
362774,0.1404,362.774
365022,0.1404,365.022
367523,0.0585,367.523
370015,0.0663,370.015
372506,0.0624,372.506
375010,0.0312,375.01
377512,0.0156,377.512
380022,0.0117,380.022
382511,0.0624,382.511
385016,0.0546,385.016
387523,0.0585,387.523
390010,0.2028,390.01
392505,0.4914,392.505
395008,0.4173,395.008
397507,0.1833,397.507
400019,-0.1872,400.019
402508,-0.2496,402.508
405024,-0.1131,405.024
407502,-0.0273,407.502
410015,0.0585,410.015
412509,0.117,412.509
415000,0.1521,415.0
417505,0.0507,417.505
420017,0.0507,420.017
422507,0.0351,422.507
425021,0.0234,425.021
427516,0.0624,427.516
430002,0.0975,430.002
432521,0.0858,432.521
435024,0.0546,435.024
437504,0.0663,437.504
440018,0.0585,440.018
442508,0.0429,442.508
445010,0.0429,445.01
447513,0.078,447.513
450024,0.078,450.024
452514,0.0741,452.514
455017,0.0429,455.017
457518,0.0702,457.518
460009,0.0702,460.009
462509,0.0663,462.509
465181,0.0702,465.181
467517,0.0819,467.517
470008,0.0819,470.008
472524,0.0546,472.524
475001,0.0468,475.001
477506,0.0624,477.506
480016,0.0702,480.016
482507,0.0741,482.507
485011,0.0741,485.011
487516,0.0741,487.516
490003,0.0741,490.003
492509,0.0663,492.509
495014,0.0585,495.014
497522,0.0624,497.522
500007,0.0663,500.007
502525,0.0624,502.525
505000,0.0585,505.0
507501,0.0624,507.501
510016,0.0624,510.016
512510,0.0624,512.51
515025,0.0702,515.025
517505,0.0702,517.505
520019,0.0585,520.019
522512,0.0624,522.512
525023,0.0663,525.023
527510,0.0663,527.51
530023,0.0624,530.023
532512,0.0702,532.512
535016,0.0702,535.016
537523,0.0624,537.523
540009,0.0702,540.009
542500,0.0663,542.5
545002,0.0663,545.002
547502,0.0702,547.502
550016,0.0624,550.016
552507,0.0741,552.507
555012,0.0663,555.012
557504,0.0663,557.504
560008,0.0663,560.008
562518,0.0624,562.518
565022,0.0624,565.022
567550,0.0585,567.55
570011,0.0702,570.011
572501,0.0702,572.501
575006,0.0663,575.006
577509,0.0702,577.509
580002,0.0702,580.002
582519,0.0624,582.519
585020,0.0702,585.02
587525,0.0624,587.525
590012,0.0663,590.012
592502,0.0663,592.502
595004,0.0585,595.004
597508,0.0741,597.508
600021,0.0663,600.021
602511,0.0663,602.511
605015,0.0585,605.015
607518,0.0624,607.518
610006,0.0741,610.006
612525,0.0663,612.525
615016,0.0741,615.016
617524,0.0663,617.524
620009,0.0624,620.009
622515,0.0585,622.515
625002,0.0702,625.002
627522,0.0546,627.522
630009,0.0663,630.009
632524,0.0741,632.524
635025,0.0741,635.025
637504,0.0663,637.504
640018,0.0663,640.018
642509,0.0702,642.509
645015,0.0663,645.015
647518,0.0663,647.518
650005,0.0585,650.005
652521,0.0546,652.521
655022,0.0624,655.022
657524,0.0585,657.524
660016,0.0585,660.016
662515,0.0546,662.515
665022,0.0663,665.022
667500,0.0702,667.5
670030,0.0663,670.03
672502,0.0663,672.502
675008,0.0585,675.008
677514,0.0585,677.514
680004,0.0624,680.004
682521,0.0702,682.521
685025,0.0585,685.025
687518,0.0585,687.518
690010,0.0624,690.01
692502,0.078,692.502
695004,0.0702,695.004
697512,0.0624,697.512
700021,0.0663,700.021
702512,0.0624,702.512
705016,0.0702,705.016
707519,0.0624,707.519
710003,0.0663,710.003
712525,0.0702,712.525
715002,0.0858,715.002
717510,0.0663,717.51
720021,0.0663,720.021
722512,0.0702,722.512
725026,0.0741,725.026
727521,0.0741,727.521
730004,0.0663,730.004
732520,0.0663,732.52
735022,0.0585,735.022
737501,0.0663,737.501
740015,0.0624,740.015
742507,0.0663,742.507
745009,0.0585,745.009
747512,0.0702,747.512
750023,0.0663,750.023
752513,0.0624,752.513
755018,0.0585,755.018
757523,0.0624,757.523
760013,0.0702,760.013
762519,0.0663,762.519
765022,0.0585,765.022
767524,0.0624,767.524
770009,0.0624,770.009
772525,0.0585,772.525
775011,0.0624,775.011
777510,0.0702,777.51
780002,0.0624,780.002
782518,0.0702,782.518
785021,0.0585,785.021
787500,0.0663,787.5
790014,0.0663,790.014
792503,0.0663,792.503
795007,0.0624,795.007
797508,0.0702,797.508
800021,0.0663,800.021
802512,0.0663,802.512
805015,0.0624,805.015
807519,0.0663,807.519
810003,0.0702,810.003
812522,0.0585,812.522
815013,0.0585,815.013
817518,0.0702,817.518
820018,0.078,820.018
822511,0.0624,822.511
825023,0.0741,825.023
827516,0.0663,827.516
830002,0.078,830.002
832519,0.0663,832.519
835022,0.0624,835.022
837501,0.0663,837.501
840013,0.0702,840.013
842505,0.0702,842.505
845008,0.0663,845.008
847510,0.0663,847.51
850024,0.0663,850.024
852513,0.0624,852.513
855015,0.0624,855.015
857518,0.0663,857.518
860006,0.0624,860.006
862508,0.0585,862.508
865015,0.0585,865.015
867521,0.0702,867.521
870004,0.0585,870.004
872522,0.0663,872.522
875001,0.0624,875.001
877502,0.0546,877.502
880018,0.0663,880.018
882507,0.0663,882.507
885026,0.0624,885.026
887510,0.0624,887.51
890020,0.0624,890.02
892512,0.0663,892.512
895016,0.0546,895.016
897519,0.0624,897.519
900003,0.0624,900.003
902519,0.0624,902.519
905022,0.0663,905.022
907525,0.0546,907.525
910009,0.0585,910.009
912504,0.0546,912.504
915022,0.0663,915.022
917500,0.0663,917.5
920011,0.0663,920.011
922500,0.0741,922.5
925010,0.0702,925.01
927500,0.0702,927.5
930015,0.0741,930.015
932506,0.0741,932.506
935009,0.078,935.009
937517,0.0702,937.517
940001,0.0663,940.001
942517,0.0702,942.517
945023,0.0663,945.023
947525,0.078,947.525
950022,0.078,950.022
952513,0.0624,952.513
955015,0.0741,955.015
957521,0.0624,957.521
960014,0.0624,960.014
962520,0.0624,962.52
965022,0.0624,965.022
967501,0.0663,967.501
970016,0.0624,970.016
972506,0.0663,972.506
975015,0.0624,975.015
977524,0.0702,977.524
980007,0.0663,980.007
982523,0.0624,982.523
985023,0.0702,985.023
987500,0.0585,987.5
990017,0.0663,990.017
992508,0.0702,992.508
995010,0.0624,995.01
997513,0.0663,997.513
1000022,0.0663,1000.022
1002511,0.0624,1002.511
1005003,0.0624,1005.003
1007504,0.0585,1007.504
1010021,0.0585,1010.021
1012516,0.0624,1012.516
1015012,0.0663,1015.012
1017523,0.0663,1017.523
1020008,0.0663,1020.008
1022500,0.0663,1022.5
1025013,0.0741,1025.013
1027505,0.0741,1027.505
1030017,0.0624,1030.017
1032511,0.0624,1032.511
1035011,0.0702,1035.011
1037517,0.0663,1037.517
1040006,0.0624,1040.006
1042523,0.078,1042.523
1045026,0.0702,1045.026
1047500,0.0663,1047.5
1050015,0.0546,1050.015
1052507,0.0702,1052.507
1055009,0.0702,1055.009
1057510,0.0702,1057.51
1060021,0.0585,1060.021
1062525,0.0741,1062.525
1065005,0.0624,1065.005
1067511,0.0624,1067.511
1070026,0.0702,1070.026
1072515,0.0624,1072.515
1075017,0.0624,1075.017
1077519,0.0624,1077.519
1080009,0.0702,1080.009
1082515,0.0663,1082.515
1085017,0.0663,1085.017
1087524,0.0663,1087.524
1090011,0.0702,1090.011
1092504,0.0702,1092.504
1095007,0.0663,1095.007
1097511,0.0663,1097.511
1100019,0.0624,1100.019
1102510,0.0624,1102.51
1105016,0.0624,1105.016
1107519,0.0585,1107.519
1110001,0.0702,1110.001
1112522,0.0624,1112.522
1115010,0.0663,1115.01
1117518,0.0663,1117.518
1120004,0.0663,1120.004
1122523,0.0663,1122.523
1125007,0.078,1125.007
1127521,0.0741,1127.521
1130004,0.0663,1130.004
1132523,0.0663,1132.523
1135023,0.0702,1135.023
1137527,0.0741,1137.527
1140010,0.0663,1140.01
1142502,0.0702,1142.502
1145004,0.0663,1145.004
1147524,0.0624,1147.524
1150009,0.0702,1150.009
1152500,0.0663,1152.5
1155002,0.0663,1155.002
1157504,0.0663,1157.504
1160024,0.0624,1160.024
1162503,0.0702,1162.503
1165010,0.0663,1165.01
1167515,0.0663,1167.515
1170026,0.0585,1170.026
1172515,0.0585,1172.515
1175016,0.0585,1175.016
1177518,0.0624,1177.518
1180001,0.0663,1180.001
1182504,0.0663,1182.504
1185017,0.0663,1185.017
1187523,0.0702,1187.523
1190012,0.0624,1190.012
1192501,0.0663,1192.501
1195003,0.0585,1195.003
1197507,0.0624,1197.507
1200018,0.0702,1200.018
1202509,0.0663,1202.509
1205010,0.0624,1205.01
1207512,0.0585,1207.512
1210021,0.0624,1210.021
1212503,0.0663,1212.503
1215022,0.0663,1215.022
1217501,0.0624,1217.501
1220011,0.0585,1220.011
1222503,0.0624,1222.503
1225012,0.0624,1225.012
1227525,0.0702,1227.525
1230010,0.0624,1230.01
1232527,0.0663,1232.527
1235003,0.0702,1235.003
1237509,0.0663,1237.509
1240019,0.0702,1240.019
1242508,0.0741,1242.508
1245010,0.0741,1245.01
1247513,0.078,1247.513
1250023,0.0741,1250.023
1252514,0.0624,1252.514
1255019,0.0741,1255.019
1257520,0.0702,1257.52
1260013,0.0663,1260.013
1262518,0.0702,1262.518
1265022,0.0663,1265.022
1267501,0.0702,1267.501
1270015,0.0702,1270.015
1272506,0.0585,1272.506
1275008,0.0702,1275.008
1277520,0.0741,1277.52
1280008,0.0585,1280.008
1282523,0.0741,1282.523
1285011,0.0741,1285.011
1287508,0.0702,1287.508
1290017,0.0741,1290.017
1292505,0.0624,1292.505
1295008,0.0663,1295.008
1297512,0.0624,1297.512
1300025,0.0624,1300.025
1302514,0.0663,1302.514
1305016,0.0624,1305.016
1307518,0.0585,1307.518
1310003,0.0702,1310.003
1312521,0.0585,1312.521
1315021,0.0585,1315.021
1317527,0.0663,1317.527
1320016,0.0702,1320.016
1322507,0.0624,1322.507
1325021,0.0624,1325.021
1327514,0.0663,1327.514
1330002,0.0624,1330.002
1332521,0.0624,1332.521
1335023,0.0546,1335.023
1337500,0.0624,1337.5
1340016,0.0741,1340.016
1342507,0.0663,1342.507
1345018,0.0702,1345.018
1347526,0.0663,1347.526
1350015,0.0702,1350.015
1352507,0.0663,1352.507
1355009,0.0585,1355.009
1357510,0.0624,1357.51
1360008,0.0663,1360.008
1362511,0.0819,1362.511
1365016,0.0702,1365.016
1367522,0.0585,1367.522
1370008,0.0702,1370.008
1372525,0.0663,1372.525
1375002,0.0702,1375.002
1377505,0.0663,1377.505
1380018,0.0663,1380.018
1382507,0.0585,1382.507
1385009,0.0663,1385.009
1387510,0.0663,1387.51
1390021,0.0663,1390.021
1392521,0.0663,1392.521
1395001,0.0585,1395.001
1397515,0.0702,1397.515
1400027,0.0585,1400.027
1402514,0.0702,1402.514
1405027,0.0702,1405.027
1407507,0.0702,1407.507
1410009,0.0702,1410.009
1412504,0.0663,1412.504
1415020,0.0624,1415.02
1417525,0.0624,1417.525
1420009,0.0546,1420.009
1422526,0.0624,1422.526
1425014,0.0585,1425.014
1427505,0.0702,1427.505
1430017,0.0585,1430.017
1432506,0.0546,1432.506
1435009,0.0624,1435.009
1437516,0.0663,1437.516
1440004,0.0663,1440.004
1442522,0.0663,1442.522
1445024,0.0663,1445.024
1447502,0.0585,1447.502
1450015,0.0663,1450.015
1452507,0.0585,1452.507
1455010,0.0702,1455.01
1457515,0.0702,1457.515
1460010,0.0624,1460.01
1462681,0.0702,1462.681
1465007,0.0663,1465.007
1467511,0.0585,1467.511
1470001,0.0702,1470.001
1472516,0.0663,1472.516
1475008,0.0624,1475.008
1477511,0.0702,1477.511
1480025,0.0624,1480.025
1482516,0.0663,1482.516
1485019,0.0702,1485.019
1487500,0.0702,1487.5
1490001,0.0663,1490.001
1492505,0.0663,1492.505
1495007,0.0624,1495.007
1497504,0.0624,1497.504
