time_us,x_g,y_g,z_g,time_ms,cue_time_us
2662514,0.0351,0.0507,0.9126,2662.514,500000
2665030,0.0273,0.0546,0.9048,2665.03,500000
2667503,0.0312,0.0546,0.9243,2667.503,500000
2670027,0.0273,0.0546,0.9165,2670.027,500000
2672501,0.0312,0.0468,0.9087,2672.501,500000
2675023,0.0312,0.0507,0.9087,2675.023,500000
2677518,0.0117,0.0468,0.9087,2677.518,500000
2680009,0.0312,0.0507,0.9165,2680.009,500000
2682506,0.0351,0.0468,0.9165,2682.506,500000
2685025,0.0273,0.0507,0.9165,2685.025,500000
2687509,0.0351,0.0429,0.9009,2687.509,500000
2690010,0.0312,0.0507,0.9126,2690.01,500000
2692505,0.0429,0.0507,0.9165,2692.505,500000
2695013,0.0312,0.0507,0.9165,2695.013,500000
2697522,0.0351,0.0585,0.9048,2697.522,500000
2700022,0.039,0.0507,0.9204,2700.022,500000
2702523,0.0351,0.0468,0.9126,2702.523,500000
2705029,0.0312,0.0546,0.9048,2705.029,500000
2707506,0.0234,0.0507,0.9126,2707.506,500000
2710009,0.0312,0.0546,0.9087,2710.009,500000
2712504,0.0312,0.0507,0.9165,2712.504,500000
2715026,0.0351,0.0507,0.9126,2715.026,500000
2717502,0.0351,0.0546,0.9087,2717.502,500000
2720005,0.0351,0.0507,0.9204,2720.005,500000
2722505,0.039,0.0546,0.9126,2722.505,500000
2725000,0.0351,0.0507,0.9165,2725.0,500000
2727505,0.0312,0.0507,0.9165,2727.505,500000
2730004,0.0312,0.0507,0.9204,2730.004,500000
2732528,0.0234,0.0585,0.9087,2732.528,500000
2735026,0.0351,0.0507,0.9087,2735.026,500000
2737502,0.0351,0.0585,0.9087,2737.502,500000
2740004,0.0351,0.0585,0.9087,2740.004,500000
2742503,0.0312,0.0585,0.9165,2742.503,500000
2745029,0.0312,0.0585,0.9165,2745.029,500000
2747509,0.0273,0.0507,0.9243,2747.509,500000
2750016,0.0351,0.0507,0.9165,2750.016,500000
2752517,0.0273,0.0585,0.9204,2752.517,500000
2755028,0.039,0.0546,0.9165,2755.028,500000
2757502,0.0273,0.0624,0.9321,2757.502,500000
2760005,0.0234,0.0585,0.9204,2760.005,500000
2762505,0.0429,0.0624,0.9126,2762.505,500000
2765025,0.0429,0.0546,0.9204,2765.025,500000
2767505,0.0351,0.0546,0.9243,2767.505,500000
2770020,0.0351,0.0429,0.9165,2770.02,500000
2772515,0.0273,0.0507,0.9087,2772.515,500000
2775001,0.0312,0.0507,0.9165,2775.001,500000
2777506,0.0351,0.0507,0.9204,2777.506,500000
2780029,0.0351,0.1365,0.9126,2780.029,500000
2782525,0.0312,0.0546,0.9087,2782.525,500000
2785009,0.0351,0.0507,0.9165,2785.009,500000
2787516,0.0312,0.0507,0.9204,2787.516,500000
2790027,0.0234,0.0507,0.9204,2790.027,500000
2792525,0.0312,0.0507,0.9204,2792.525,500000
2795016,0.0351,0.0546,0.9048,2795.016,500000
2797524,0.0351,0.0507,0.9204,2797.524,500000
2800013,0.0351,0.0507,0.9126,2800.013,500000
2802521,0.0312,0.0468,0.9048,2802.521,500000
2805013,0.0312,0.0585,0.9204,2805.013,500000
2807517,0.039,0.0507,0.9126,2807.517,500000
2810026,0.0351,0.0546,0.9165,2810.026,500000
2812527,0.0351,0.0546,0.9126,2812.527,500000
2815000,0.0312,0.0468,0.9165,2815.0,500000
2817501,0.0312,0.0507,0.9243,2817.501,500000
2820009,0.0351,0.0546,0.9126,2820.009,500000
2822510,0.0312,0.0507,0.9087,2822.51,500000
2825024,0.0351,0.0507,0.9165,2825.024,500000
2827528,0.0351,0.0507,0.9243,2827.528,500000
2830004,0.0312,0.0507,0.9087,2830.004,500000
2832502,0.0429,0.0429,0.9204,2832.502,500000
2835023,0.0351,0.0546,0.9126,2835.023,500000
2837527,0.0273,0.0507,0.9165,2837.527,500000
2840030,0.0351,0.0468,0.9126,2840.03,500000
2842524,0.0351,0.0546,0.9048,2842.524,500000
2845023,0.0273,0.0468,0.9204,2845.023,500000
2847501,0.0273,0.0468,0.9204,2847.501,500000
2850004,0.0312,0.0546,0.9165,2850.004,500000
2852503,0.0351,0.0624,0.9087,2852.503,500000
2855001,0.0273,0.0507,0.9165,2855.001,500000
2857502,0.0273,0.0546,0.9243,2857.502,500000
2860009,0.0312,0.0507,0.9048,2860.009,500000
2862503,0.0312,0.0546,0.9204,2862.503,500000
2865028,0.0312,0.0546,0.9165,2865.028,500000
2867510,0.0312,0.0468,0.9087,2867.51,500000
2870020,0.0351,0.0546,0.9204,2870.02,500000
2872522,0.0351,0.0546,0.9204,2872.522,500000
2875022,0.039,0.0468,0.9243,2875.022,500000
2877522,0.0351,0.0507,0.9126,2877.522,500000
2880013,0.0273,0.0546,0.9204,2880.013,500000
2882510,0.0351,0.0507,0.9165,2882.51,500000
2885009,0.0312,0.0468,0.9087,2885.009,500000
2887905,0.0312,0.0507,0.9087,2887.905,500000
2890020,0.0351,0.0585,0.9048,2890.02,500000
2892523,0.0351,0.0507,0.9165,2892.523,500000
2895025,0.0312,0.0546,0.9165,2895.025,500000
2897502,0.0273,0.0507,0.9204,2897.502,500000
2900003,0.0312,0.0585,0.9204,2900.003,500000
2902529,0.0312,0.0624,0.9204,2902.529,500000
2905000,0.0273,0.0546,0.9243,2905.0,500000
2907505,0.0312,0.0585,0.9087,2907.505,500000
2910014,0.0351,0.0507,0.9165,2910.014,500000
2912518,0.0351,0.0546,0.9165,2912.518,500000
2915028,0.0273,0.0585,0.9126,2915.028,500000
2917504,0.0273,0.0546,0.9126,2917.504,500000
2920005,0.0312,0.0546,0.9204,2920.005,500000
2922505,0.0312,0.0468,0.9243,2922.505,500000
2925028,0.0351,0.0429,0.9048,2925.028,500000
2927505,0.0312,0.0546,0.9087,2927.505,500000
2930009,0.039,0.0546,0.9126,2930.009,500000
2932522,0.039,0.0468,0.9282,2932.522,500000
2935003,0.0312,0.0585,0.9165,2935.003,500000
2937510,0.0312,0.0507,0.9126,2937.51,500000
2940013,0.0312,0.0585,0.9243,2940.013,500000
2942515,0.0351,0.0507,0.9165,2942.515,500000
2945028,0.039,0.0507,0.9165,2945.028,500000
2947501,0.0351,0.0468,0.9126,2947.501,500000
2950008,0.039,0.0507,0.9165,2950.008,500000
2952503,0.0351,0.0507,0.9126,2952.503,500000
2955030,0.0351,0.0468,0.9087,2955.03,500000
2957507,0.0351,0.0468,0.9087,2957.507,500000
2960010,0.0312,0.0507,0.9204,2960.01,500000
2962511,0.0312,0.0507,0.9087,2962.511,500000
2965006,0.0273,0.0585,0.9165,2965.006,500000
2967508,0.0273,0.0546,0.9126,2967.508,500000
2970020,0.039,0.0507,0.9165,2970.02,500000
2972523,0.0273,0.0468,0.9009,2972.523,500000
2975024,0.0273,0.0624,0.9165,2975.024,500000
2977525,0.0273,0.0546,0.9126,2977.525,500000
2980015,0.0429,0.0546,0.9048,2980.015,500000
2982513,0.0312,0.0468,0.9126,2982.513,500000
2985008,0.039,0.0468,0.9165,2985.008,500000
2987516,0.0312,0.0585,0.9204,2987.516,500000
2990350,0.0273,0.0546,0.9165,2990.35,500000
2992516,0.0312,0.0468,0.9087,2992.516,500000
2995028,0.0273,0.0507,0.9009,2995.028,500000
2997518,0.0351,0.0507,0.9126,2997.518,500000
