time_us,x_g,y_g,z_g,time_ms
125023,0.0312,0.0468,0.9165,125.023
127518,0.0351,0.0468,0.897,127.518
130003,0.0312,0.0507,0.9126,130.003
132531,0.0234,0.0507,0.9048,132.531
135004,0.0312,0.0468,0.9087,135.004
137522,0.0273,0.0507,0.9165,137.522
140011,0.0273,0.0507,0.9165,140.011
142504,0.0312,0.0507,0.9048,142.504
145003,0.0312,0.0507,0.9048,145.003
147503,0.0273,0.0429,0.9165,147.503
150001,0.0273,0.0468,0.9165,150.001
152504,0.0351,0.0429,0.9087,152.504
155005,0.0273,0.0468,0.9204,155.005
157505,0.0351,0.0507,0.9126,157.505
160027,0.0351,0.0507,0.9243,160.027
162516,0.0312,0.0507,0.9087,162.516
165001,0.0312,0.0429,0.9126,165.001
167524,0.039,0.0507,0.9087,167.524
170027,0.0312,0.0546,0.9087,170.027
172515,0.0273,0.0507,0.9087,172.515
175023,0.0312,0.0507,0.9165,175.023
177533,0.0312,0.0546,0.9087,177.533
180024,0.0234,0.0546,0.9126,180.024
182511,0.0312,0.0507,0.9048,182.511
185018,0.039,0.0507,0.9048,185.018
187507,0.0312,0.039,0.9165,187.507
190001,0.0351,0.039,0.9126,190.001
192514,0.0273,0.0507,0.9126,192.514
195008,0.0312,0.0468,0.9204,195.008
197508,0.0312,0.0507,0.9126,197.508
200026,0.0273,0.0546,0.9087,200.026
202520,0.0273,0.0507,0.9126,202.52
205000,0.039,0.0468,0.9087,205.0
207501,0.0234,0.0585,0.9165,207.501
210026,0.0351,0.0429,0.9087,210.026
212516,0.0273,0.0546,0.9126,212.516
215000,0.0312,0.0507,0.9087,215.0
217507,0.0351,0.0468,0.9126,217.507
220005,0.0273,0.0546,0.9087,220.005
222533,0.0351,0.0468,0.9087,222.533
225012,0.0312,0.0429,0.9087,225.012
227510,0.0351,0.039,0.9204,227.51
230005,0.0351,0.0468,0.9048,230.005
232524,0.0273,0.0507,0.9087,232.524
235004,0.0351,0.0468,0.9126,235.004
237502,0.0312,0.0507,0.9126,237.502
240008,0.0312,0.0507,0.9087,240.008
242508,0.0312,0.0468,0.9087,242.508
245005,0.039,0.0429,0.9087,245.005
247502,0.0312,0.0507,0.9126,247.502
250000,0.0273,0.0546,0.9126,250.0
252502,0.0273,0.0507,0.9087,252.502
255022,0.0273,0.0507,0.9087,255.022
257524,0.0351,0.0507,0.9126,257.524
260024,0.0312,0.0507,0.9126,260.024
262524,0.0273,0.0546,0.9048,262.524
265004,0.0273,0.0546,0.9126,265.004
267534,0.0273,0.0507,0.9165,267.534
270002,0.0273,0.0507,0.9165,270.002
272521,0.039,0.0429,0.9243,272.521
275002,0.0234,0.0585,0.9204,275.002
277500,0.0273,0.0507,0.9126,277.5
280004,0.0273,0.0585,0.9126,280.004
282524,0.0312,0.0507,0.897,282.524
285026,0.0273,0.0546,0.9126,285.026
287501,0.0351,0.0507,0.9009,287.501
290009,0.0234,0.0585,0.9165,290.009
292500,0.0312,0.0546,0.9165,292.5
295023,0.0273,0.0468,0.9126,295.023
297536,0.0273,0.0507,0.9165,297.536
300000,0.0312,0.0468,0.9204,300.0
302514,0.0351,0.0468,0.9087,302.514
305019,0.0273,0.0507,0.9048,305.019
307513,0.0273,0.0507,0.9087,307.513
310001,0.0273,0.0507,0.9126,310.001
312519,0.0273,0.0585,0.9165,312.519
315027,0.0273,0.0546,0.9165,315.027
317503,0.0312,0.0429,0.9087,317.503
320027,0.0312,0.0546,0.9087,320.027
322519,0.0312,0.0429,0.9087,322.519
325003,0.0273,0.0429,0.9087,325.003
327508,0.0312,0.039,0.9087,327.508
330005,0.039,0.0429,0.9048,330.005
332521,0.0312,0.0507,0.9126,332.521
335027,0.0273,0.0546,0.9087,335.027
337524,0.0234,0.0468,0.9087,337.524
340002,0.0273,0.0468,0.9126,340.002
342742,0.0312,0.0468,0.9126,342.742
345326,0.0273,0.0585,0.9126,345.326
347502,0.0312,0.0507,0.9126,347.502
350005,0.0351,0.0468,0.9009,350.005
352525,0.0234,0.0546,0.9165,352.525
355015,0.0273,0.0468,0.9126,355.015
357507,0.0351,0.0429,0.9165,357.507
360003,0.0312,0.0507,0.9087,360.003
362524,0.0351,0.0351,0.9165,362.524
365008,0.0234,0.0507,0.9048,365.008
367503,0.0234,0.0507,0.9048,367.503
370008,0.0195,0.039,0.9087,370.008
372510,0.0312,0.0546,0.9087,372.51
375024,0.0312,0.0507,0.9048,375.024
377532,0.0234,0.0546,0.9126,377.532
380024,0.0312,0.0429,0.9126,380.024
382514,0.0234,0.0507,0.9126,382.514
385025,0.0273,0.0507,0.9165,385.025
387532,0.039,0.0507,0.9126,387.532
390025,0.0351,0.0507,0.9165,390.025
392500,0.0312,0.0468,0.9048,392.5
395024,0.039,0.039,0.9048,395.024
397531,0.0351,0.0507,0.9087,397.531
400001,0.0273,0.0468,0.9126,400.001
402517,0.0351,0.0507,0.9087,402.517
405027,0.0234,0.0507,0.9165,405.027
407533,0.0312,0.0468,0.9126,407.533
410001,0.0351,0.0468,0.9165,410.001
412518,0.0312,0.0546,0.9126,412.518
415004,0.0234,0.0585,0.9126,415.004
417507,0.0312,0.0468,0.9009,417.507
420006,0.0312,0.0546,0.9126,420.006
422524,0.0273,0.0507,0.9165,422.524
425009,0.0312,0.0507,0.9126,425.009
427533,0.0351,0.039,0.9204,427.533
430005,0.0312,0.039,0.9048,430.005
432523,0.0234,0.0507,0.9087,432.523
435004,0.0312,0.0468,0.9126,435.004
437501,0.0273,0.0429,0.9087,437.501
440000,0.0273,0.0468,0.9126,440.0
442513,0.0234,0.0468,0.9165,442.513
445009,0.0312,0.0468,0.9087,445.009
447506,0.0312,0.0429,0.9126,447.506
450003,0.0312,0.0468,0.9009,450.003
452506,0.0312,0.0468,0.9126,452.506
455000,0.0312,0.039,0.9087,455.0
457515,0.0351,0.0429,0.9048,457.515
460007,0.0351,0.0507,0.9048,460.007
462500,0.0312,0.0507,0.9126,462.5
465007,0.0312,0.0429,0.9048,465.007
467508,0.0273,0.0429,0.9126,467.508
470005,0.0234,0.0507,0.9204,470.005
472525,0.0273,0.0507,0.9087,472.525
475005,0.0312,0.0507,0.9126,475.005
477507,0.0312,0.0585,0.9087,477.507
480008,0.0312,0.0585,0.9087,480.008
482501,0.0273,0.0546,0.9126,482.501
485006,0.0234,0.0507,0.9126,485.006
487507,0.0273,0.0507,0.9204,487.507
490003,0.0312,0.0507,0.9009,490.003
492517,0.0312,0.0507,0.9087,492.517
495002,0.0312,0.0468,0.9165,495.002
497501,0.0234,0.0546,0.9048,497.501
500004,0.0195,0.0468,0.9048,500.004
502524,0.0312,0.0507,0.8931,502.524
505006,0.0351,0.0468,0.9087,505.006
507503,0.039,0.0507,0.9048,507.503
510025,0.0351,0.0468,0.9204,510.025
512513,0.0273,0.0585,0.9087,512.513
515003,0.0351,0.0546,0.9126,515.003
517512,0.039,0.0429,0.9009,517.512
520020,0.0312,0.039,0.9165,520.02
522532,0.0234,0.0468,0.9087,522.532
525012,0.0273,0.0468,0.9126,525.012
527508,0.0312,0.0507,0.9087,527.508
530007,0.0234,0.0585,0.9126,530.007
532531,0.0273,0.0507,0.9165,532.531
535008,0.0351,0.0507,0.9165,535.008
537505,0.0312,0.0429,0.9126,537.505
540000,0.0312,0.0507,0.8931,540.0
542513,0.0273,0.0546,0.9048,542.513
545000,0.0273,0.0507,0.9165,545.0
547512,0.0273,0.0507,0.9204,547.512
550005,0.0351,0.0468,0.9126,550.005
552506,0.0312,0.0546,0.9048,552.506
555017,0.0312,0.0546,0.9087,555.017
557506,0.0351,0.0468,0.9126,557.506
560027,0.0312,0.0585,0.9087,560.027
562514,0.0234,0.0429,0.9165,562.514
565027,0.0351,0.0468,0.9126,565.027
567524,0.0273,0.0546,0.9087,567.524
570000,0.0234,0.0468,0.9048,570.0
572525,0.0351,0.0507,0.9048,572.525
575004,0.0312,0.0507,0.9126,575.004
577532,0.0312,0.0507,0.9048,577.532
580005,0.0312,0.0507,0.9087,580.005
582525,0.0351,0.039,0.9048,582.525
585005,0.039,0.0468,0.9087,585.005
587505,0.0351,0.0507,0.9165,587.505
590018,0.0312,0.0468,0.9087,590.018
592518,0.0312,0.0468,0.9087,592.518
595003,0.0234,0.0507,0.897,595.003
597500,0.0234,0.0585,0.9087,597.5
600020,0.0312,0.0507,0.9165,600.02
602509,0.0312,0.0585,0.9126,602.509
605018,0.0351,0.0468,0.9126,605.018
607511,0.0312,0.0468,0.9048,607.511
610005,0.0312,0.0468,0.9204,610.005
612518,0.0351,0.0468,0.9087,612.518
615001,0.0351,0.0585,0.9126,615.001
617507,0.039,0.0507,0.9048,617.507
620002,0.0312,0.039,0.9087,620.002
622522,0.0273,0.0507,0.9282,622.522
625006,0.0273,0.0546,0.9087,625.006
627502,0.039,0.0468,0.9204,627.502
630000,0.0351,0.0507,0.9204,630.0
632520,0.0351,0.0507,0.9126,632.52
635007,0.0312,0.0507,0.9165,635.007
637533,0.0351,0.0468,0.9126,637.533
640005,0.0351,0.0507,0.9165,640.005
642734,0.0273,0.0585,0.9204,642.734
645028,0.0273,0.0546,0.9087,645.028
647504,0.039,0.0468,0.9126,647.504
650004,0.0273,0.0546,0.9087,650.004
652502,0.0312,0.0546,0.9048,652.502
655001,0.0234,0.0585,0.9087,655.001
657513,0.0351,0.0507,0.9126,657.513
660025,0.0273,0.0546,0.9126,660.025
662518,0.0273,0.0546,0.9087,662.518
665025,0.0273,0.0546,0.9243,665.025
667525,0.0312,0.0546,0.9087,667.525
670008,0.0312,0.039,0.9087,670.008
672505,0.0312,0.0468,0.9048,672.505
675018,0.0312,0.0507,0.9126,675.018
677508,0.0351,0.0507,0.9165,677.508
680003,0.0351,0.0429,0.9204,680.003
682523,0.0312,0.0468,0.9204,682.523
685005,0.0351,0.0468,0.9087,685.005
687501,0.0351,0.0468,0.9009,687.501
690027,0.0351,0.039,0.9087,690.027
692520,0.0273,0.0468,0.9087,692.52
695004,0.0273,0.0468,0.9087,695.004
697501,0.0312,0.0468,0.9087,697.501
700000,0.0273,0.0507,0.897,700.0
702519,0.0312,0.0507,0.9048,702.519
705001,0.0312,0.0507,0.9048,705.001
707531,0.039,0.0429,0.9087,707.531
710004,0.0312,0.0507,0.9165,710.004
712516,0.0312,0.0546,0.9126,712.516
715004,0.0312,0.0468,0.9087,715.004
717501,0.0351,0.0468,0.9048,717.501
720002,0.0312,0.0546,0.9126,720.002
722502,0.0312,0.0468,0.9087,722.502
725021,0.0351,0.0585,0.9243,725.021
727536,0.039,0.0585,0.9204,727.536
730003,0.039,0.0507,0.9165,730.003
732518,0.0312,0.0507,0.9048,732.518
735027,0.0273,0.0468,0.9204,735.027
737500,0.0312,0.0585,0.9087,737.5
740026,0.0312,0.0507,0.9165,740.026
742514,0.0312,0.0507,0.9243,742.514
745027,0.0234,0.0468,0.9165,745.027
747503,0.039,0.0468,0.9126,747.503
750002,0.0312,0.0546,0.9009,750.002
752513,0.0312,0.0507,0.9165,752.513
755007,0.0273,0.0468,0.9048,755.007
757508,0.0351,0.0507,0.9126,757.508
760003,0.0312,0.0468,0.9126,760.003
762502,0.0312,0.0507,0.9087,762.502
765023,0.0234,0.0507,0.9048,765.023
767502,0.0195,0.0507,0.9048,767.502
770001,0.0273,0.0546,0.9048,770.001
772502,0.0351,0.0507,0.9165,772.502
775006,0.0273,0.0546,0.9009,775.006
777503,0.0273,0.0585,0.9087,777.503
780007,0.0312,0.0429,0.9087,780.007
782518,0.0273,0.0468,0.9087,782.518
785010,0.0273,0.0468,0.9165,785.01
787510,0.0351,0.0468,0.9126,787.51
790005,0.0312,0.0468,0.9204,790.005
792504,0.0351,0.0429,0.9204,792.504
795022,0.0273,0.0507,0.9048,795.022
797537,0.0312,0.0546,0.9165,797.537
800024,0.0312,0.0546,0.9126,800.024
802512,0.0312,0.0507,0.9126,802.512
805020,0.0312,0.0507,0.9165,805.02
807510,0.0273,0.0546,0.9165,807.51
810004,0.0273,0.0429,0.9126,810.004
812515,0.039,0.0429,0.9126,812.515
815000,0.0312,0.0507,0.9048,815.0
817504,0.0312,0.0507,0.9048,817.504
820009,0.039,0.0468,0.9087,820.009
822501,0.0273,0.0585,0.9126,822.501
825021,0.0234,0.0585,0.9126,825.021
827523,0.0234,0.0507,0.9126,827.523
830023,0.0273,0.0468,0.9165,830.023
832515,0.0312,0.0468,0.9048,832.515
835026,0.0351,0.0468,0.9126,835.026
837533,0.0312,0.0624,0.9087,837.533
840005,0.0351,0.0429,0.9165,840.005
842502,0.0312,0.0546,0.9126,842.502
845028,0.0312,0.0507,0.9204,845.028
847505,0.0273,0.0546,0.9126,847.505
850004,0.0234,0.0507,0.9087,850.004
852502,0.0312,0.0546,0.9087,852.502
855024,0.0312,0.0507,0.9087,855.024
857510,0.0273,0.0507,0.9087,857.51
860005,0.0312,0.0546,0.9126,860.005
862500,0.0312,0.0546,0.9087,862.5
865022,0.0273,0.0507,0.9009,865.022
867501,0.0312,0.0507,0.9048,867.501
870006,0.0312,0.0546,0.9087,870.006
872501,0.0195,0.0507,0.9087,872.501
875021,0.0351,0.0507,0.9204,875.021
877500,0.0312,0.0468,0.9087,877.5
880014,0.0273,0.0429,0.9126,880.014
882507,0.0312,0.0468,0.9087,882.507
885006,0.0273,0.0468,0.9009,885.006
887500,0.0312,0.0468,0.9048,887.5
890022,0.0312,0.0507,0.9087,890.022
892505,0.039,0.0468,0.9048,892.505
895020,0.039,0.0468,0.9126,895.02
897534,0.0351,0.0507,0.9087,897.534
900021,0.0312,0.0507,0.9126,900.021
902508,0.0312,0.0546,0.9126,902.508
905020,0.0273,0.0429,0.9165,905.02
907514,0.0312,0.0468,0.9165,907.514
910018,0.0273,0.0468,0.9009,910.018
912506,0.0312,0.0468,0.9087,912.506
915022,0.0312,0.0468,0.9048,915.022
917514,0.0273,0.0429,0.9048,917.514
920008,0.0234,0.0507,0.9048,920.008
922516,0.0351,0.0507,0.9048,922.516
925027,0.0273,0.0546,0.9048,925.027
927531,0.0351,0.0468,0.9087,927.531
930003,0.0351,0.0468,0.9087,930.003
932519,0.039,0.0546,0.9048,932.519
935002,0.0273,0.0585,0.9087,935.002
937531,0.0312,0.0546,0.9087,937.531
940004,0.0273,0.0585,0.9165,940.004
942525,0.039,0.0507,0.9009,942.525
945003,0.0312,0.0468,0.9048,945.003
947534,0.0273,0.0507,0.9087,947.534
950005,0.039,0.0507,0.9126,950.005
952512,0.0429,0.039,0.9126,952.512
955022,0.0312,0.0507,0.9048,955.022
957517,0.0351,0.0507,0.9087,957.517
960003,0.0273,0.0468,0.9126,960.003
962501,0.0351,0.0546,0.9243,962.501
965023,0.0351,0.0507,0.9126,965.023
967500,0.0312,0.0429,0.9165,967.5
970009,0.0312,0.0468,0.9087,970.009
972533,0.0351,0.0468,0.9126,972.533
975007,0.039,0.0546,0.9048,975.007
977502,0.0273,0.0546,0.9087,977.502
980004,0.0351,0.0507,0.9126,980.004
982514,0.0312,0.0546,0.9087,982.514
985026,0.0273,0.0468,0.9087,985.026
987536,0.0273,0.0468,0.9126,987.536
990026,0.0273,0.0546,0.9087,990.026
992519,0.0312,0.0468,0.9126,992.519
995001,0.0312,0.0546,0.9009,995.001
997500,0.0351,0.0507,0.9048,997.5
1000003,0.0351,0.0507,0.9126,1000.003
1002519,0.0312,0.0507,0.9087,1002.519
1005000,0.0351,0.0468,0.9165,1005.0
1007501,0.0312,0.0546,0.9087,1007.501
1010023,0.0273,0.0546,0.9087,1010.023
1012510,0.0312,0.0507,0.9126,1012.51
1015001,0.0234,0.0468,0.9009,1015.001
1017505,0.0273,0.0507,0.9048,1017.505
1020000,0.0312,0.0507,0.9165,1020.0
1022523,0.0273,0.0546,0.9048,1022.523
1025008,0.0351,0.0507,0.9126,1025.008
1027506,0.039,0.0468,0.9165,1027.506
1030004,0.0273,0.0429,0.9126,1030.004
1032522,0.0312,0.0546,0.9126,1032.522
1035002,0.0273,0.0507,0.9204,1035.002
1037525,0.0312,0.0507,0.9126,1037.525
1040021,0.0234,0.0507,0.9087,1040.021
1042506,0.0273,0.0468,0.9204,1042.506
1045024,0.0273,0.0468,0.9204,1045.024
1047515,0.0351,0.0507,0.9126,1047.515
1050024,0.0273,0.0546,0.9048,1050.024
1052502,0.0312,0.0468,0.9126,1052.502
1055005,0.0273,0.0507,0.9087,1055.005
1057502,0.0312,0.0507,0.9009,1057.502
1060003,0.0351,0.0585,0.9165,1060.003
1062510,0.0273,0.0507,0.9165,1062.51
1065027,0.0312,0.0429,0.9243,1065.027
1067524,0.039,0.0429,0.9165,1067.524
1070002,0.0273,0.0585,0.9087,1070.002
1072524,0.0312,0.0507,0.9087,1072.524
1075006,0.0312,0.0507,0.9126,1075.006
1077503,0.0351,0.0507,0.9126,1077.503
1080023,0.039,0.0507,0.9282,1080.023
1082515,0.0351,0.0429,0.9126,1082.515
1085024,0.0351,0.0585,0.9087,1085.024
1087525,0.0195,0.0507,0.9126,1087.525
1090027,0.0351,0.0468,0.9048,1090.027
1092513,0.0273,0.0507,0.9087,1092.513
1095023,0.0273,0.0507,0.9048,1095.023
1097537,0.0312,0.0468,0.9048,1097.537
1100021,0.0234,0.0507,0.9048,1100.021
1102508,0.0234,0.0585,0.9165,1102.508
1105019,0.0312,0.0507,0.9165,1105.019
1107509,0.0312,0.0468,0.9087,1107.509
1110003,0.0234,0.0546,0.9165,1110.003
1112501,0.0273,0.0546,0.9087,1112.501
1115021,0.0351,0.0468,0.9087,1115.021
1117520,0.0273,0.0546,0.9087,1117.52
1120019,0.0195,0.0546,0.9087,1120.019
1122533,0.0234,0.0546,0.9087,1122.533
1125004,0.0234,0.0507,0.9126,1125.004
1127533,0.0351,0.039,0.9126,1127.533
1130002,0.0273,0.0468,0.9087,1130.002
1132516,0.0273,0.0507,0.9165,1132.516
1135026,0.0312,0.0468,0.9126,1135.026
1137531,0.0273,0.0468,0.9087,1137.531
1140003,0.0351,0.0429,0.9165,1140.003
1142520,0.0234,0.0507,0.9165,1142.52
1145000,0.0273,0.0507,0.9126,1145.0
1147525,0.0312,0.0429,0.9165,1147.525
1150026,0.0351,0.0468,0.9126,1150.026
1152502,0.0351,0.0468,0.9126,1152.502
1155005,0.0273,0.0429,0.9009,1155.005
1157508,0.0273,0.0507,0.9126,1157.508
1160014,0.0351,0.0507,0.9165,1160.014
1162503,0.0351,0.0507,0.9165,1162.503
1165017,0.0351,0.0546,0.9243,1165.017
1167506,0.0273,0.0468,0.9048,1167.506
1170005,0.0273,0.0468,0.9126,1170.005
1172505,0.0312,0.0468,0.9048,1172.505
1175022,0.0312,0.0546,0.9165,1175.022
1177537,0.0351,0.0468,0.9126,1177.537
1180006,0.0312,0.0507,0.9165,1180.006
1182510,0.0273,0.0585,0.9087,1182.51
1185020,0.0234,0.0546,0.9126,1185.02
1187510,0.0312,0.0468,0.9165,1187.51
1190005,0.0273,0.0546,0.9009,1190.005
1192515,0.0312,0.0507,0.9009,1192.515
1195002,0.0351,0.0507,0.9126,1195.002
1197500,0.0273,0.0507,0.9165,1197.5
1200004,0.0312,0.0507,0.9126,1200.004
1202520,0.0351,0.0546,0.9048,1202.52
1205007,0.0234,0.0546,0.9204,1205.007
1207504,0.0273,0.0546,0.9126,1207.504
1210003,0.0312,0.039,0.9087,1210.003
1212523,0.039,0.0468,0.9126,1212.523
1215008,0.0351,0.0507,0.9087,1215.008
1217511,0.0351,0.0546,0.9048,1217.511
1220025,0.0312,0.0507,0.9165,1220.025
1222521,0.0312,0.0468,0.9126,1222.521
1225006,0.0312,0.0507,0.9087,1225.006
1227502,0.0273,0.0546,0.9126,1227.502
1230003,0.0312,0.0468,0.9087,1230.003
1232517,0.0273,0.0507,0.9165,1232.517
1235001,0.0312,0.0429,0.9126,1235.001
1237533,0.0351,0.0429,0.9009,1237.533
1240004,0.0312,0.0546,0.9048,1240.004
1242522,0.0273,0.0585,0.9126,1242.522
1245008,0.0351,0.0507,0.9126,1245.008
1247504,0.0234,0.0585,0.9087,1247.504
1250003,0.0351,0.0429,0.9126,1250.003
1252507,0.0312,0.0507,0.9126,1252.507
1255019,0.0312,0.0507,0.9126,1255.019
1257520,0.0312,0.0507,0.9126,1257.52
1260021,0.0273,0.0507,0.9087,1260.021
1262962,0.0273,0.0468,0.9165,1262.962
1265025,0.0273,0.0468,0.9165,1265.025
1267533,0.0234,0.0546,0.9126,1267.533
1270026,0.0351,0.0429,0.9126,1270.026
1272521,0.0351,0.0546,0.9204,1272.521
1275001,0.0351,0.0507,0.9048,1275.001
1277500,0.0234,0.0507,0.9087,1277.5
1280027,0.0273,0.0507,0.9009,1280.027
1282519,0.0312,0.0546,0.9165,1282.519
1285004,0.0273,0.0546,0.9126,1285.004
1287503,0.0351,0.0546,0.9009,1287.503
1290002,0.0312,0.0429,0.9165,1290.002
1292522,0.0312,0.0507,0.9126,1292.522
1295008,0.0312,0.0585,0.9165,1295.008
1297505,0.0234,0.0546,0.9087,1297.505
1300027,0.0234,0.0585,0.9243,1300.027
1302513,0.0351,0.0429,0.9087,1302.513
1305023,0.0312,0.0507,0.8892,1305.023
1307533,0.0351,0.0507,0.9048,1307.533
1310000,0.0429,0.0429,0.8853,1310.0
1312506,0.0351,0.0468,0.9048,1312.506
1315013,-3.1512,-3.5919,-2.3049,1315.013
1317524,5.5731,1.1544,4.68,1317.524
1320004,-1.8759,0.8307,-0.4056,1320.004
1322531,-0.3159,0.1014,0.7644,1322.531
1325018,0.3588,-0.2652,1.1037,1325.018
1327520,0.0585,-0.0507,0.9945,1327.52
1330003,-0.0078,0.1638,0.8697,1330.003
1332523,0.1248,0.0156,0.9672,1332.523
1335026,0.0546,0.0624,1.0218,1335.026
1337500,0.0702,0.0702,0.9516,1337.5
1340002,0.0234,-0.0624,1.0179,1340.002
1342521,0.0507,0.1287,0.975,1342.521
1345027,0.0195,0.0351,1.0335,1345.027
1347501,0.0468,0.0351,1.0296,1347.501
1350004,0.0234,0.0741,1.0062,1350.004
1352511,0.0234,0.0429,1.0413,1352.511
1355024,0.039,0.0585,1.0257,1355.024
1357500,0.0351,0.0663,1.0413,1357.5
1360002,0.0273,0.0273,1.053,1360.002
1362501,0.0312,0.0312,1.0374,1362.501
1365346,0.0429,0.0,1.0608,1365.346
1367501,0.0078,0.0624,1.0647,1367.501
1370025,0.0117,0.0312,1.053,1370.025
1372522,-0.0078,0.0702,1.1076,1372.522
1375005,-0.0585,0.0936,1.2012,1375.005
1377502,-0.0585,0.0936,1.2012,1377.502
1380002,-0.0117,0.1092,1.1193,1380.002
1382519,0.078,0.0429,1.0881,1382.519
1385002,0.0195,-0.0585,0.8736,1385.002
1387525,-0.1248,-0.2574,1.1817,1387.525
1390002,0.0585,0.0702,1.17,1390.002
1392519,0.0858,0.0156,1.1037,1392.519
1395007,0.078,0.0,1.1154,1395.007
1397505,0.0078,0.0468,1.1076,1397.505
1400007,0.0195,0.0663,1.1466,1400.007
1402533,0.0312,0.039,1.1037,1402.533
1405017,0.0273,0.0429,1.0959,1405.017
1407509,0.0195,0.0702,1.1193,1407.509
1410005,0.0273,0.0585,1.092,1410.005
1412519,0.0429,0.0273,1.0686,1412.519
1415002,0.039,0.0546,1.0803,1415.002
1417511,0.0273,0.0858,1.1076,1417.511
1420008,0.0429,0.0546,1.0725,1420.008
1422506,0.0507,0.0312,1.0569,1422.506
1425018,0.0351,0.0468,1.0608,1425.018
1427507,0.0351,0.0546,1.0725,1427.507
1430027,0.0351,0.0507,1.0764,1430.027
1432513,0.0351,0.0429,1.0569,1432.513
1435021,0.0273,0.0507,1.0569,1435.021
1437517,0.0273,0.0546,1.0374,1437.517
1440013,0.039,0.039,1.0335,1440.013
1442513,0.0351,0.0507,1.0335,1442.513
1445024,0.039,0.0468,1.0374,1445.024
1447525,0.0312,0.0429,1.0257,1447.525
1450027,0.0312,0.0468,1.0296,1450.027
1452503,0.0273,0.0546,1.0296,1452.503
1455005,0.0234,0.0624,1.0101,1455.005
1457504,0.0273,0.0468,1.0257,1457.504
1460003,0.0273,0.0468,1.0062,1460.003
1462514,0.0351,0.0468,1.0062,1462.514
1465002,0.0273,0.0507,1.0101,1465.002
1467786,0.0273,0.0507,1.0062,1467.786
1470000,0.0273,0.0507,1.0023,1470.0
1472516,0.0273,0.0507,1.0062,1472.516
1475004,0.0312,0.0429,0.9984,1475.004
1477747,0.0273,0.0507,1.0062,1477.747
1480208,0.0351,0.0468,0.9945,1480.208
1482502,0.0273,0.0507,0.9984,1482.502
1485014,0.0273,0.0468,0.9945,1485.014
1487508,0.0273,0.0468,0.9945,1487.508
1490025,0.0351,0.0351,0.9906,1490.025
1492533,0.0273,0.0546,0.9984,1492.533
1495005,0.0351,0.0507,0.9906,1495.005
1497502,0.0351,0.0429,0.9828,1497.502
